session_id,source,label,total_events,duration,avg_dt,std_dt,pause_1s_count,pause_5s_count,pause_10s_count,missing_xy_count,missing_xy_ratio,duplicate_ratio,x_min,x_max,x_mean,x_std,x_range,y_min,y_max,y_mean,y_std,y_range,total_move_distance,avg_move_step,move_count,move_ratio,move_duration,avg_move_speed,move_speed_std,count_move,count_click,count_keydown,count_keyup,count_scroll,ratio_move,ratio_click,ratio_keydown,ratio_keyup,ratio_scroll
synth_session_0000.parquet,hardnegative,0,700,80.52753496170044,0.11520391267768303,1.478297002988057,5,2,1,200,0.2857142857142857,0.004285714285714286,0.416588,0.955702,0.7088067579999999,0.1592367668682438,0.5391140000000001,0.50371,0.944765,0.795661986,0.1408726947361688,0.441055,1.500864769218183,0.0030077450284933527,494,0.7057142857142857,7.482746601104736,0.20057671991680148,0.8383791290387492,494,6,100,100,0,0.7057142857142857,0.008571428571428572,0.14285714285714285,0.14285714285714285,0.0
synth_session_0001.parquet,hardnegative,0,700,32.933351039886475,0.0471149514161466,0.2844488766510777,4,1,0,200,0.2857142857142857,0.002857142857142857,0.122526,0.897267,0.41770122800000004,0.23209174863593066,0.774741,0.079143,0.97939,0.5756504680000001,0.271845037652691,0.900247,4.644428726516669,0.009307472397828994,494,0.7057142857142857,19.960575103759766,0.23268010577720508,1.822539095046829,494,6,100,100,0,0.7057142857142857,0.008571428571428572,0.14285714285714285,0.14285714285714285,0.0
synth_session_0002.parquet,hardnegative,0,700,1915.9609060287476,2.74100272679363,35.61138062010403,22,15,9,200,0.2857142857142857,0.008571428571428572,0.067861,0.737041,0.356245036,0.22836608010304574,0.6691799999999999,0.178895,0.924155,0.415767506,0.23128236646877767,0.7452599999999999,3.4614973448336506,0.006936868426520341,496,0.7085714285714285,20.19213628768921,0.171427990358012,1.1392908871576701,496,4,100,100,0,0.7085714285714285,0.005714285714285714,0.14285714285714285,0.14285714285714285,0.0
synth_session_0003.parquet,hardnegative,0,700,1831.5564360618591,2.620252412105664,35.39766493238289,20,13,8,200,0.2857142857142857,0.007142857142857143,0.293591,0.736098,0.45644956799999997,0.11616281349131216,0.44250700000000004,0.338005,0.762572,0.403444388,0.09733602324310077,0.424567,2.141912444954785,0.004292409709328227,493,0.7042857142857143,5.308298826217651,0.40350261262156045,0.5692484411713815,493,7,100,100,0,0.7042857142857143,0.01,0.14285714285714285,0.14285714285714285,0.0
synth_session_0004.parquet,hardnegative,0,700,452.62769985198975,0.6475360512904003,7.6052982148457,25,11,6,200,0.2857142857142857,0.005714285714285714,0.118285,0.538643,0.371570224,0.13103884562564577,0.420358,0.333059,0.971146,0.7561781120000001,0.18715912281203784,0.638087,3.3012252550577523,0.006615681873863231,500,0.7142857142857143,22.726967334747314,0.1452558630649546,2.3454078419151765,500,0,100,100,0,0.7142857142857143,0.0,0.14285714285714285,0.14285714285714285,0.0
synth_session_0005.parquet,hardnegative,0,700,27.059070110321045,0.038711116037655285,0.17270002274298923,3,0,0,200,0.2857142857142857,0.022857142857142857,0.10509,0.738926,0.353349682,0.19945737253473705,0.633836,0.153339,0.297609,0.24404615400000002,0.034363387636760785,0.14427,2.3427739085181494,0.004694937692421141,498,0.7114285714285714,6.927894830703735,0.3381653396548704,1.2006647353447526,498,2,100,100,0,0.7114285714285714,0.002857142857142857,0.14285714285714285,0.14285714285714285,0.0
synth_session_0006.parquet,hardnegative,0,700,1929.7780101299286,2.7607696854505415,35.65364665318948,23,15,9,200,0.2857142857142857,0.008571428571428572,0.30443,0.603676,0.478586258,0.08352814062711701,0.299246,0.289365,0.949711,0.66114761,0.23255301923282332,0.660346,2.7108596739124353,0.005432584516858588,494,0.7057142857142857,8.503380537033081,0.31879787833866396,1.464886575879092,494,6,100,100,0,0.7057142857142857,0.008571428571428572,0.14285714285714285,0.14285714285714285,0.0
synth_session_0007.parquet,hardnegative,0,700,1915.8597350120544,2.7408579900029393,35.63504390945282,21,13,9,200,0.2857142857142857,0.007142857142857143,0.042884,0.245052,0.08446086,0.03546787014863453,0.202168,0.198681,0.600165,0.34611709199999996,0.1019606697224353,0.40148399999999995,2.2447259513137654,0.004498448800227987,490,0.7,8.079848527908325,0.2778178258615041,0.6687300649606767,490,10,100,100,0,0.7,0.014285714285714285,0.14285714285714285,0.14285714285714285,0.0
synth_session_0008.parquet,hardnegative,0,700,78.70008611679077,0.11258953664776934,1.6079723209716923,4,2,1,200,0.2857142857142857,0.007142857142857143,0.0,0.965598,0.458259206,0.37057791732112094,0.965598,0.0338,0.943116,0.262337998,0.2842034997098558,0.909316,2.5952767114375375,0.00520095533354216,498,0.7114285714285714,16.771145820617676,0.1547465354601487,1.3413541841549232,498,2,100,100,0,0.7114285714285714,0.002857142857142857,0.14285714285714285,0.14285714285714285,0.0
synth_session_0009.parquet,hardnegative,0,700,441.7129108905792,0.6319211886846627,7.60385299654026,22,10,6,200,0.2857142857142857,0.007142857142857143,0.327992,0.592366,0.451904822,0.06942307866663877,0.26437399999999994,0.366859,0.976917,0.697887832,0.2206972142077552,0.610058,3.0318959636481964,0.006075943814926244,498,0.7114285714285714,10.624797821044922,0.28536034423570955,1.6815000036605698,498,2,100,100,0,0.7114285714285714,0.002857142857142857,0.14285714285714285,0.14285714285714285,0.0
